Category Type,Capacity,Cabin #,Cat,Deck,Total Berths,Lower Bed Type1,Lower Bed Type2,Upper Berths,Accessible,Connects with,Location,Balcony,Obstructed View,Inventory,Notes,Tags,Status
1,2,3348,4N,3,2,2C,,,N,,AF,N,N,1,,,AVAILABLE
1,2,3626,4N,3,2,2C,,,N,3628,AF,N,N,1,,,AVAILABLE
1,2,3628,4N,3,2,2C,,,N,3626,AF,N,N,1,,,AVAILABLE
1,2,3632,4N,3,2,2C,,,N,3630,AF,N,N,1,,,AVAILABLE
1,2,3634,4N,3,2,2C,,,N,3636,AF,N,N,1,,,AVAILABLE
1,2,3636,4N,3,2,2C,,,N,3634,AF,N,N,1,,,AVAILABLE
1,2,3640,4N,3,2,2C,,,N,,AF,N,N,1,,,AVAILABLE
1,2,3642,4N,3,2,2C,,,N,,AF,N,N,1,,,AVAILABLE
1,2,3646,4N,3,2,2C,,,N,,AF,N,N,1,,,AVAILABLE
1,2,3648,4N,3,2,2C,,,N,,AF,N,N,1,,,AVAILABLE
1,2,6204,4N,6,2,2C,,,N,,FW,N,N,1,,,AVAILABLE
1,2,6206,4N,6,2,2C,,,N,,FW,N,N,1,,,AVAILABLE
1,2,6208,4N,6,2,2C,,,N,,FW,N,N,1,,,AVAILABLE
1,2,6504,4N,6,2,2C,,,N,,FW,N,N,1,,,AVAILABLE
1,2,6506,4N,6,2,2C,,,N,,FW,N,N,1,,,AVAILABLE
1,2,6508,4N,6,2,2C,,,N,,FW,N,N,1,,,AVAILABLE
1,2,7202,4N,7,2,2C,,,N,,FW,N,N,1,,,AVAILABLE
1,2,7204,4N,7,2,2C,,,N,,FW,N,N,1,,,AVAILABLE
1,2,7206,4N,7,2,2C,,,N,,FW,N,N,1,,,AVAILABLE
1,2,7502,4N,7,2,2C,,,N,,FW,N,N,1,,,AVAILABLE
1,2,7504,4N,7,2,2C,,,N,,FW,N,N,1,,,AVAILABLE
1,2,7506,4N,7,2,2C,,,N,,FW,N,N,1,,,AVAILABLE
1,2,9214,4N,9,2,2C,,,N,,FW,N,N,1,,,AVAILABLE
1,2,9514,4N,9,2,2C,,,N,,FW,N,N,1,,,AVAILABLE
1,2,1231,4VH,10,2,2C,,,Y,,FW,N,N,1,,,AVAILABLE
1,2,1235,4VH,10,2,2C,,,N,,FW,N,N,1,,,AVAILABLE
2,2,1357,4VH,10,2,2C,,,Y,,AF,N,N,2,,,AVAILABLE
2,2,1359,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
3,2,1361,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
3,2,1363,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1365,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1367,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1369,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1371,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1373,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1375,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1377,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1531,4VH,10,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,1535,4VH,10,2,2C,,,Y,,FW,N,N,2,,,AVAILABLE
2,2,1657,4VH,10,2,2C,,,Y,,AF,N,N,2,,,AVAILABLE
2,2,1659,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1661,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1663,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1665,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1667,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1669,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1671,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1673,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1675,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1677,4VH,10,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,1801,4VH,12,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,1803,4VH,12,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,1851,4VH,12,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,1853,4VH,12,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
1,2,2357,4VL,2,2,2C,,,N,,AF,N,N,1,,,AVAILABLE
1,2,2359,4VL,2,2,2C,,,N,,AF,N,N,1,,,AVAILABLE
2,2,2361,4VL,2,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,2363,4VL,2,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
3,2,2367,4VL,2,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
3,2,2369,4VL,2,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,2659,4VL,2,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,2661,4VL,2,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,2663,4VL,2,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,2665,4VL,2,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,2667,4VL,2,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,2669,4VL,2,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,2671,4VL,2,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,2673,4VL,2,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,3241,4VL,3,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,3243,4VL,3,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,3541,4VL,3,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,3543,4VL,3,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6109,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6115,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6117,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6123,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6125,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6129,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6137,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6209,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6211,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6217,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6219,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6225,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6227,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6229,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6237,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6363,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6365,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6367,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6369,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6371,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6377,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6385,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6389,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6391,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6393,4VH,6,2,2C,,,N,6395,AF,N,N,2,,,AVAILABLE
2,2,6395,4VH,6,2,2C,,,N,6393,AF,N,N,2,,,AVAILABLE
2,2,6397,4VH,6,2,2C,,,N,6399,AF,N,N,2,,,AVAILABLE
2,2,6399,4VH,6,2,2C,,,N,6397,AF,N,N,2,,,AVAILABLE
2,2,6403,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6407,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6451,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6457,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6463,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6467,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6469,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6483,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6485,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6487,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6489,4VH,6,2,2C,,,N,6491,AF,N,N,2,,,AVAILABLE
2,2,6491,4VH,6,2,2C,,,N,6489,AF,N,N,2,,,AVAILABLE
2,2,6493,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6497,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6499,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6509,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6515,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6517,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6519,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6525,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6527,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6529,4VH,6,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,6663,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6665,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6667,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6669,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6671,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6677,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6685,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6687,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6689,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6691,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6693,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6695,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6697,4VH,6,2,2C,,,N,6699,AF,N,N,2,,,AVAILABLE
2,2,6699,4VH,6,2,2C,,,N,6697,AF,N,N,2,,,AVAILABLE
2,2,6703,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,6707,4VH,6,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7117,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7119,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7121,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7123,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7125,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7129,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7137,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7139,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7217,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7219,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7221,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7223,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7225,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7227,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7229,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7237,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7355,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7357,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7365,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7371,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7377,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7385,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7387,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7389,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7391,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7393,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7395,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7397,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7399,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7401,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7451,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7459,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7461,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7463,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7467,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7469,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7471,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7473,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7481,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7483,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7485,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7487,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7489,4VH,7,2,2C,,,N,7491,AF,N,N,2,,,AVAILABLE
2,2,7491,4VH,7,2,2C,,,N,7489,AF,N,N,2,,,AVAILABLE
2,2,7493,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7495,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7497,4VH,7,2,2C,,,N,7499,AF,N,N,2,,,AVAILABLE
2,2,7499,4VH,7,2,2C,,,N,7497,AF,N,N,2,,,AVAILABLE
2,2,7517,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7519,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7521,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7523,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7525,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7529,4VH,7,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,7661,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7663,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7665,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7671,4VH,7,2,2C,,,N,7669,AF,N,N,2,,,AVAILABLE
2,2,7677,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7687,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7689,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7691,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7693,4VH,7,2,2C,,,N,7695,AF,N,N,2,,,AVAILABLE
2,2,7695,4VH,7,2,2C,,,N,7693,AF,N,N,2,,,AVAILABLE
2,2,7697,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7699,4VH,7,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,7703,4VH,7,2,2C,,,N,7707,AF,N,N,2,,,AVAILABLE
2,2,8115,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8117,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8119,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8121,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8127,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8129,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8131,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8133,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8211,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8217,4VH,8,2,2C,,,N,8219,FW,N,N,2,,,AVAILABLE
2,2,8219,4VH,8,2,2C,,,N,8217,FW,N,N,2,,,AVAILABLE
2,2,8221,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8229,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8231,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8237,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8355,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8357,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8359,4VH,8,2,2C,,,N,8361,AF,N,N,2,,,AVAILABLE
2,2,8361,4VH,8,2,2C,,,N,8359,AF,N,N,2,,,AVAILABLE
2,2,8363,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8377,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8385,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8387,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8389,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8391,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8393,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8395,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8397,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8399,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8401,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8403,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8405,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8407,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8463,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8467,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8483,4VH,8,2,2C,,,N,8481,AF,N,N,2,,,AVAILABLE
2,2,8485,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8487,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8489,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8491,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8493,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8495,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8497,4VH,8,2,2C,,,N,8499,AF,N,N,2,,,AVAILABLE
2,2,8499,4VH,8,2,2C,,,N,8497,AF,N,N,2,,,AVAILABLE
2,2,8511,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8515,4VH,8,2,2C,,,N,8513,FW,N,N,2,,,AVAILABLE
2,2,8517,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8519,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8521,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8523,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8525,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8527,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8529,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8531,4VH,8,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,8657,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8677,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8685,4VH,8,2,2C,,,N,8687,AF,N,N,2,,,AVAILABLE
2,2,8689,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8691,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8693,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8695,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8697,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8699,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8701,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8703,4VH,8,2,2C,,,N,8707,AF,N,N,2,,,AVAILABLE
2,2,8705,4VH,8,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,8707,4VH,8,2,2C,,,N,8703,AF,N,N,2,,,AVAILABLE
2,2,9201,4VH,9,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,9225,4VH,9,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,9229,4VH,9,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,9233,4VH,9,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,9237,4VH,9,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,9357,4VH,9,2,2C,,,Y,,AF,N,N,2,,,AVAILABLE
2,2,9359,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9361,4VH,9,2,2C,,,N,9363,AF,N,N,2,,,AVAILABLE
2,2,9363,4VH,9,2,2C,,,N,9361,AF,N,N,2,,,AVAILABLE
2,2,9365,4VH,9,2,2C,,,N,9367,AF,N,N,2,,,AVAILABLE
2,2,9367,4VH,9,2,2C,,,N,9365,AF,N,N,2,,,AVAILABLE
2,2,9385,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9387,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9389,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9391,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9393,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9395,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9397,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9399,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9401,4VH,9,2,2C,,,N,9396,AF,N,N,2,,,AVAILABLE
2,2,9403,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9489,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9491,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9493,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9495,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9497,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9499,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9501,4VH,9,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,9525,4VH,9,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,9529,4VH,9,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,9533,4VH,9,2,2C,,,N,,FW,N,N,2,,,AVAILABLE
2,2,9657,4VH,9,2,2C,,,N,9659,AF,N,N,2,,,AVAILABLE
2,2,9659,4VH,9,2,2C,,,N,9657,AF,N,N,2,,,AVAILABLE
2,2,9661,4VH,9,2,2C,,,N,9663,AF,N,N,2,,,AVAILABLE
2,2,9663,4VH,9,2,2C,,,N,9661,AF,N,N,2,,,AVAILABLE
2,2,9665,4VH,9,2,2C,,,N,9667,AF,N,N,2,,,AVAILABLE
2,2,9677,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9691,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9693,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9695,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9697,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9699,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
2,2,9701,4VH,9,2,2C,,,N,9696,AF,N,N,2,,,AVAILABLE
2,2,9703,4VH,9,2,2C,,,N,,AF,N,N,2,,,AVAILABLE
1,2,6242,5D,6,3,2C,,1,N,,FW,Y,N,1,,,AVAILABLE
1,3,6244,5D,6,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
2,2,6250,5D,6,3,2C,,1,N,,MS,Y,N,2,,,AVAILABLE
2,3,6254,5D,6,3,2C,,1,N,,MS,Y,N,3,,,AVAILABLE
3,2,6292,5D,6,3,2C,,1,N,,MS,Y,N,2,,,AVAILABLE
3,3,6294,5D,6,3,2C,,1,N,,MS,Y,N,3,,,AVAILABLE
1,3,6298,5D,6,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,6302,5D,6,3,2C,,1,N,6300,MS,Y,N,1,,,AVAILABLE
1,3,6310,5D,6,3,2C,,1,N,6312,MS,Y,N,1,,,AVAILABLE
1,3,6326,5D,6,3,2C,,1,N,6328,MS,Y,N,1,,,AVAILABLE
1,3,6328,5D,6,3,2C,,1,N,6326,MS,Y,N,1,,,AVAILABLE
1,3,6536,5D,6,3,2C,,1,N,6538,FW,Y,N,1,,,AVAILABLE
