Category Type,Capacity,Cabin #,Cat,Deck,Total Berths,Lower Bed Type1,Lower Bed Type2,Upper Berths,Accessible,Connects with,Location,Balcony,Obstructed View,Inventory,Notes,Tags,Status
1,3,6538,5D,6,3,2C,,1,N,6536,FW,Y,N,1,,,AVAILABLE
1,3,6542,5D,6,3,2C,,1,N,,FW,Y,N,1,,,AVAILABLE
1,3,6544,5D,6,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,6550,5D,6,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,6554,5D,6,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,6588,5D,6,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,6592,5D,6,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,6594,5D,6,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,6598,5D,6,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,6602,5D,6,3,2C,,1,N,6600,MS,Y,N,1,,,AVAILABLE
1,3,6610,5D,6,3,2C,,1,N,6612,MS,Y,N,1,,,AVAILABLE
1,3,6626,5D,6,3,2C,,1,N,6628,MS,Y,N,1,,,AVAILABLE
1,3,6628,5D,6,3,2C,,1,N,6626,MS,Y,N,1,,,AVAILABLE
1,3,7242,5D,7,3,2C,,1,N,,FW,Y,N,1,,,AVAILABLE
1,3,7244,5D,7,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,7250,5D,7,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,7254,5D,7,3,2C,,1,N,7256,MS,Y,N,1,,,AVAILABLE
1,3,7292,5D,7,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,7294,5D,7,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,7298,5D,7,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,7304,5D,7,3,2C,,1,N,7306,MS,Y,N,1,,,AVAILABLE
1,3,7310,5D,7,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,7314,5D,7,3,2C,,1,N,7312,MS,Y,N,1,,,AVAILABLE
1,3,7326,5D,7,3,2C,,1,N,7328,MS,Y,N,1,,,AVAILABLE
1,3,7328,5D,7,3,2C,,1,N,7326,MS,Y,N,1,,,AVAILABLE
1,3,7536,5D,7,3,2C,,1,N,7538,FW,Y,N,1,,,AVAILABLE
1,3,7538,5D,7,3,2C,,1,N,7536,FW,Y,N,1,,,AVAILABLE
1,3,7542,5D,7,3,2C,,1,N,,FW,Y,N,1,,,AVAILABLE
1,3,7550,5D,7,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,7554,5D,7,3,2C,,1,N,7556,MS,Y,N,1,,,AVAILABLE
1,3,7556,5D,7,3,2C,,1,N,7554,MS,Y,N,1,,,AVAILABLE
1,3,7592,5D,7,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,7594,5D,7,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,7598,5D,7,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,7600,5D,7,3,2C,,1,N,7602,MS,Y,N,1,,,AVAILABLE
1,3,7610,5D,7,3,2C,,1,N,,MS,Y,N,1,,,AVAILABLE
1,3,7626,5D,7,3,2C,,1,N,7628,MS,Y,N,1,,,AVAILABLE
1,3,7628,5D,7,3,2C,,1,N,7626,MS,Y,N,1,,,AVAILABLE
1,2,1236,5D,10,2,2C,,,N,1238,FW,Y,N,1,,,AVAILABLE
1,2,1238,5D,10,2,2C,,,N,1236,FW,Y,N,1,,,AVAILABLE
1,2,1832,5D,12,2,2C,,,N,1834,FW,Y,N,1,,,AVAILABLE
1,2,1834,5D,12,2,2C,,,N,1832,FW,Y,N,1,,,AVAILABLE
1,2,1836,5D,12,2,2C,,,N,1838,FW,Y,N,1,,,AVAILABLE
1,2,1838,5D,12,2,2C,,,N,1836,FW,Y,N,1,,,AVAILABLE
1,2,1882,5D,12,2,2C,,,N,1884,FW,Y,N,1,,,AVAILABLE
1,2,1884,5D,12,2,2C,,,N,1882,FW,Y,N,1,,,AVAILABLE
1,2,1886,5D,12,2,2C,,,N,1888,FW,Y,N,1,,,AVAILABLE
1,2,1888,5D,12,2,2C,,,N,1886,FW,Y,N,1,,,AVAILABLE
1,2,6234,5D,6,2,2C,,,N,6236,FW,Y,N,1,,,AVAILABLE
1,2,6236,5D,6,2,2C,,,N,6234,FW,Y,N,1,,,AVAILABLE
1,2,6304,5D,6,2,2C,,,N,6306,MS,Y,N,1,,,AVAILABLE
1,2,6306,5D,6,2,2C,,,N,6304,MS,Y,N,1,,,AVAILABLE
1,2,6316,5D,6,2,2C,,,N,6318,MS,Y,N,1,,,AVAILABLE
1,2,6318,5D,6,2,2C,,,N,6316,MS,Y,N,1,,,AVAILABLE
1,2,6382,5D,6,2,2C,,,N,6384,AF,Y,N,1,,,AVAILABLE
1,2,6384,5D,6,2,2C,,,N,6382,AF,Y,N,1,,,AVAILABLE
1,2,6394,5D,6,2,2C,,,N,6396,AF,Y,N,1,,,AVAILABLE
1,2,6396,5D,6,2,2C,,,N,6394,AF,Y,N,1,,,AVAILABLE
1,2,6604,5D,6,2,2C,,,N,6606,MS,Y,N,1,,,AVAILABLE
1,2,6606,5D,6,2,2C,,,N,6604,MS,Y,N,1,,,AVAILABLE
1,2,6616,5D,6,2,2C,,,N,6618,MS,Y,N,1,,,AVAILABLE
1,2,6618,5D,6,2,2C,,,N,6616,MS,Y,N,1,,,AVAILABLE
1,2,6682,5D,6,2,2C,,,N,6684,AF,Y,N,1,,,AVAILABLE
1,2,6684,5D,6,2,2C,,,N,6682,AF,Y,N,1,,,AVAILABLE
1,2,6694,5D,6,2,2C,,,N,6696,AF,Y,N,1,,,AVAILABLE
1,2,6696,5D,6,2,2C,,,N,6694,AF,Y,N,1,,,AVAILABLE
1,2,7234,5D,7,2,2C,,,N,7236,FW,Y,N,1,,,AVAILABLE
1,2,7236,5D,7,2,2C,,,N,7234,FW,Y,N,1,,,AVAILABLE
1,2,7262,5D,7,2,2C,,,N,7264,MS,Y,N,1,,,AVAILABLE
1,2,7264,5D,7,2,2C,,,N,7262,MS,Y,N,1,,,AVAILABLE
1,2,7300,5D,7,2,2C,,,N,7302,MS,Y,N,1,,,AVAILABLE
1,2,7302,5D,7,2,2C,,,N,7300,MS,Y,N,1,,,AVAILABLE
1,2,7316,5D,7,2,2C,,,N,7318,MS,Y,N,1,,,AVAILABLE
1,2,7318,5D,7,2,2C,,,N,7316,MS,Y,N,1,,,AVAILABLE
1,2,7350,5D,7,2,2C,,,N,7352,AF,Y,N,1,,,AVAILABLE
1,2,7352,5D,7,2,2C,,,N,7350,AF,Y,N,1,,,AVAILABLE
1,2,7382,5D,7,2,2C,,,N,7384,AF,Y,N,1,,,AVAILABLE
1,2,7384,5D,7,2,2C,,,N,7382,AF,Y,N,1,,,AVAILABLE
1,2,7394,5D,7,2,2C,,,N,7396,AF,Y,N,1,,,AVAILABLE
1,2,7396,5D,7,2,2C,,,N,7394,AF,Y,N,1,,,AVAILABLE
1,2,7562,5D,7,2,2C,,,N,7564,MS,Y,N,1,,,AVAILABLE
1,2,7564,5D,7,2,2C,,,N,7562,MS,Y,N,1,,,AVAILABLE
1,2,7604,5D,7,2,2C,,,N,7606,MS,Y,N,1,,,AVAILABLE
1,2,7606,5D,7,2,2C,,,N,7604,MS,Y,N,1,,,AVAILABLE
1,2,7612,5D,7,2,2C,,,N,7614,MS,Y,N,1,,,AVAILABLE
1,2,7614,5D,7,2,2C,,,N,7612,MS,Y,N,1,,,AVAILABLE
1,2,7616,5D,7,2,2C,,,N,7618,MS,Y,N,1,,,AVAILABLE
1,2,7618,5D,7,2,2C,,,N,7616,MS,Y,N,1,,,AVAILABLE
1,2,7650,5D,7,2,2C,,,N,7652,AF,Y,N,1,,,AVAILABLE
1,2,7652,5D,7,2,2C,,,N,7650,AF,Y,N,1,,,AVAILABLE
1,2,7682,5D,7,2,2C,,,N,7684,AF,Y,N,1,,,AVAILABLE
1,2,7684,5D,7,2,2C,,,N,7682,AF,Y,N,1,,,AVAILABLE
1,2,7694,5D,7,2,2C,,,N,7696,AF,Y,N,1,,,AVAILABLE
1,2,7696,5D,7,2,2C,,,N,7694,AF,Y,N,1,,,AVAILABLE
1,2,8218,5D,8,2,2C,,,N,8220,FW,Y,N,1,,,AVAILABLE
1,2,8220,5D,8,2,2C,,,N,8218,FW,Y,N,1,,,AVAILABLE
1,2,8234,5D,8,2,2C,,,N,8236,FW,Y,N,1,,,AVAILABLE
1,2,8236,5D,8,2,2C,,,N,8234,FW,Y,N,1,,,AVAILABLE
1,2,8260,5D,8,2,2C,,,N,8262,MS,Y,N,1,,,AVAILABLE
1,2,8262,5D,8,2,2C,,,N,8260,MS,Y,N,1,,,AVAILABLE
1,2,8300,5D,8,2,2C,,,N,8302,MS,Y,N,1,,,AVAILABLE
1,2,8302,5D,8,2,2C,,,N,8300,MS,Y,N,1,,,AVAILABLE
1,2,8304,5D,8,2,2C,,,N,8306,MS,Y,N,1,,,AVAILABLE
1,2,8306,5D,8,2,2C,,,N,8304,MS,Y,N,1,,,AVAILABLE
1,2,8312,5D,8,2,2C,,,N,8314,MS,Y,N,1,,,AVAILABLE
1,2,8314,5D,8,2,2C,,,N,8312,MS,Y,N,1,,,AVAILABLE
1,2,8316,5D,8,2,2C,,,N,8318,MS,Y,N,1,,,AVAILABLE
1,2,8318,5D,8,2,2C,,,N,8316,MS,Y,N,1,,,AVAILABLE
1,2,8326,5D,8,2,2C,,,N,8328,MS,Y,N,1,,,AVAILABLE
1,2,8328,5D,8,2,2C,,,N,8326,MS,Y,N,1,,,AVAILABLE
1,2,8380,5D,8,2,2C,,,N,8382,AF,Y,N,1,,,AVAILABLE
1,2,8382,5D,8,2,2C,,,N,8380,AF,Y,N,1,,,AVAILABLE
1,2,8518,5D,8,2,2C,,,N,8520,FW,Y,N,1,,,AVAILABLE
1,2,8520,5D,8,2,2C,,,N,8518,FW,Y,N,1,,,AVAILABLE
1,2,8600,5D,8,2,2C,,,N,8602,MS,Y,N,1,,,AVAILABLE
1,2,8602,5D,8,2,2C,,,N,8600,MS,Y,N,1,,,AVAILABLE
1,2,8604,5D,8,2,2C,,,N,8606,MS,Y,N,1,,,AVAILABLE
1,2,8606,5D,8,2,2C,,,N,8604,MS,Y,N,1,,,AVAILABLE
1,2,8612,5D,8,2,2C,,,N,8614,MS,Y,N,1,,,AVAILABLE
1,2,8614,5D,8,2,2C,,,N,8612,MS,Y,N,1,,,AVAILABLE
1,2,8616,5D,8,2,2C,,,N,8618,MS,Y,N,1,,,AVAILABLE
1,2,8618,5D,8,2,2C,,,N,8616,MS,Y,N,1,,,AVAILABLE
1,2,8626,5D,8,2,2C,,,N,8628,MS,Y,N,1,,,AVAILABLE
1,2,8628,5D,8,2,2C,,,N,8626,MS,Y,N,1,,,AVAILABLE
1,2,8680,5D,8,2,2C,,,N,8682,AF,Y,N,1,,,AVAILABLE
1,2,8682,5D,8,2,2C,,,N,8680,AF,Y,N,1,,,AVAILABLE
1,2,6253,2T,6,2,2C,,,N,6255,MS,N,N,1,,,AVAILABLE
1,2,6255,2T,6,2,2C,,,N,6253,MS,N,N,1,,,AVAILABLE
1,2,6257,2T,6,2,2C,,,N,6259,MS,N,N,1,,,AVAILABLE
1,2,6259,2T,6,2,2C,,,N,6257,MS,N,N,1,,,AVAILABLE
1,2,6261,2T,6,2,2C,,,N,6263,MS,N,N,1,,,AVAILABLE
1,2,6263,2T,6,2,2C,,,N,6261,MS,N,N,1,,,AVAILABLE
1,2,6279,2T,6,2,2C,,,N,6281,MS,N,N,1,,,AVAILABLE
1,2,6281,2T,6,2,2C,,,N,6279,MS,N,N,1,,,AVAILABLE
1,2,6287,2T,6,2,2C,,,N,6289,MS,N,N,1,,,AVAILABLE
1,2,6289,2T,6,2,2C,,,N,6287,MS,N,N,1,,,AVAILABLE
1,2,6291,2T,6,2,2C,,,N,6293,MS,N,N,1,,,AVAILABLE
1,2,6293,2T,6,2,2C,,,N,6291,MS,N,N,1,,,AVAILABLE
1,2,6295,2T,6,2,2C,,,N,6297,MS,N,N,1,,,AVAILABLE
1,2,6297,2T,6,2,2C,,,N,6295,MS,N,N,1,,,AVAILABLE
1,2,6305,2T,6,2,2C,,,N,6307,MS,N,N,1,,,AVAILABLE
1,2,6307,2T,6,2,2C,,,N,6305,MS,N,N,1,,,AVAILABLE
1,2,6309,2T,6,2,2C,,,N,6311,MS,N,N,1,,,AVAILABLE
1,2,6311,2T,6,2,2C,,,N,6309,MS,N,N,1,,,AVAILABLE
1,2,6321,2T,6,2,2C,,,N,6323,MS,N,N,1,,,AVAILABLE
1,2,6323,2T,6,2,2C,,,N,6321,MS,N,N,1,,,AVAILABLE
1,2,6553,2T,6,2,2C,,,N,6555,MS,N,N,1,,,AVAILABLE
1,2,6555,2T,6,2,2C,,,N,6553,MS,N,N,1,,,AVAILABLE
1,2,6557,2T,6,2,2C,,,N,6559,MS,N,N,1,,,AVAILABLE
1,2,6559,2T,6,2,2C,,,N,6557,MS,N,N,1,,,AVAILABLE
1,2,6561,2T,6,2,2C,,,N,6563,MS,N,N,1,,,AVAILABLE
1,2,6563,2T,6,2,2C,,,N,6561,MS,N,N,1,,,AVAILABLE
1,2,6575,2T,6,2,2C,,,N,6577,MS,N,N,1,,,AVAILABLE
1,2,6577,2T,6,2,2C,,,N,6575,MS,N,N,1,,,AVAILABLE
1,2,6579,2T,6,2,2C,,,N,6581,MS,N,N,1,,,AVAILABLE
1,2,6581,2T,6,2,2C,,,N,6579,MS,N,N,1,,,AVAILABLE
1,2,6587,2T,6,2,2C,,,N,6589,MS,N,N,1,,,AVAILABLE
1,2,6589,2T,6,2,2C,,,N,6587,MS,N,N,1,,,AVAILABLE
1,2,6591,2T,6,2,2C,,,N,6593,MS,N,N,1,,,AVAILABLE
1,2,6593,2T,6,2,2C,,,N,6591,MS,N,N,1,,,AVAILABLE
1,2,6595,2T,6,2,2C,,,N,6597,MS,N,N,1,,,AVAILABLE
1,2,6597,2T,6,2,2C,,,N,6595,MS,N,N,1,,,AVAILABLE
1,2,6605,2T,6,2,2C,,,N,6607,MS,N,N,1,,,AVAILABLE
1,2,6607,2T,6,2,2C,,,N,6605,MS,N,N,1,,,AVAILABLE
1,2,6609,2T,6,2,2C,,,N,6611,MS,N,N,1,,,AVAILABLE
1,2,6611,2T,6,2,2C,,,N,6609,MS,N,N,1,,,AVAILABLE
1,2,6621,2T,6,2,2C,,,N,6623,MS,N,N,1,,,AVAILABLE
1,2,6623,2T,6,2,2C,,,N,6621,MS,N,N,1,,,AVAILABLE
1,2,6625,2T,6,2,2C,,,N,6627,MS,N,N,1,,,AVAILABLE
1,2,6627,2T,6,2,2C,,,N,6625,MS,N,N,1,,,AVAILABLE
1,2,7253,2T,7,2,2C,,,N,7255,MS,N,N,1,,,AVAILABLE
1,2,7255,2T,7,2,2C,,,N,7253,MS,N,N,1,,,AVAILABLE
1,2,7257,2T,7,2,2C,,,N,7259,MS,N,N,1,,,AVAILABLE
1,2,7259,2T,7,2,2C,,,N,7257,MS,N,N,1,,,AVAILABLE
1,2,7261,2T,7,2,2C,,,N,7263,MS,N,N,1,,,AVAILABLE
1,2,7263,2T,7,2,2C,,,N,7261,MS,N,N,1,,,AVAILABLE
1,2,7275,2T,7,2,2C,,,N,7277,MS,N,N,1,,,AVAILABLE
1,2,7277,2T,7,2,2C,,,N,7275,MS,N,N,1,,,AVAILABLE
1,2,7279,2T,7,2,2C,,,N,7281,MS,N,N,1,,,AVAILABLE
1,2,7281,2T,7,2,2C,,,N,7279,MS,N,N,1,,,AVAILABLE
1,2,7287,2T,7,2,2C,,,N,7289,MS,N,N,1,,,AVAILABLE
1,2,7289,2T,7,2,2C,,,N,7287,MS,N,N,1,,,AVAILABLE
1,2,7291,2T,7,2,2C,,,N,7293,MS,N,N,1,,,AVAILABLE
1,2,7293,2T,7,2,2C,,,N,7291,MS,N,N,1,,,AVAILABLE
1,2,7311,2T,7,2,2C,,,N,7313,MS,N,N,1,,,AVAILABLE
1,2,7313,2T,7,2,2C,,,N,7311,MS,N,N,1,,,AVAILABLE
1,2,7321,2T,7,2,2C,,,N,7323,MS,N,N,1,,,AVAILABLE
1,2,7323,2T,7,2,2C,,,N,7321,MS,N,N,1,,,AVAILABLE
1,2,7325,2T,7,2,2C,,,N,7327,MS,N,N,1,,,AVAILABLE
1,2,7327,2T,7,2,2C,,,N,7325,MS,N,N,1,,,AVAILABLE
1,2,7553,2T,7,2,2C,,,N,7555,MS,N,N,1,,,AVAILABLE
1,2,7555,2T,7,2,2C,,,N,7553,MS,N,N,1,,,AVAILABLE
1,2,7557,2T,7,2,2C,,,N,7559,MS,N,N,1,,,AVAILABLE
1,2,7559,2T,7,2,2C,,,N,7557,MS,N,N,1,,,AVAILABLE
1,2,7561,2T,7,2,2C,,,N,7563,MS,N,N,1,,,AVAILABLE
1,2,7563,2T,7,2,2C,,,N,7561,MS,N,N,1,,,AVAILABLE
1,2,7575,2T,7,2,2C,,,N,7577,MS,N,N,1,,,AVAILABLE
1,2,7577,2T,7,2,2C,,,N,7575,MS,N,N,1,,,AVAILABLE
1,2,7579,2T,7,2,2C,,,N,7581,MS,N,N,1,,,AVAILABLE
1,2,7581,2T,7,2,2C,,,N,7579,MS,N,N,1,,,AVAILABLE
1,2,7587,2T,7,2,2C,,,N,7589,MS,N,N,1,,,AVAILABLE
1,2,7589,2T,7,2,2C,,,N,7587,MS,N,N,1,,,AVAILABLE
1,2,7591,2T,7,2,2C,,,N,7593,MS,N,N,1,,,AVAILABLE
1,2,7593,2T,7,2,2C,,,N,7591,MS,N,N,1,,,AVAILABLE
1,2,7595,2T,7,2,2C,,,N,7597,MS,N,N,1,,,AVAILABLE
1,2,7597,2T,7,2,2C,,,N,7595,MS,N,N,1,,,AVAILABLE
1,2,7611,2T,7,2,2C,,,N,7613,MS,N,N,1,,,AVAILABLE
1,2,7613,2T,7,2,2C,,,N,7611,MS,N,N,1,,,AVAILABLE
1,2,7615,2T,7,2,2C,,,N,7617,MS,N,N,1,,,AVAILABLE
1,2,7617,2T,7,2,2C,,,N,7615,MS,N,N,1,,,AVAILABLE
1,2,7621,2T,7,2,2C,,,N,7623,MS,N,N,1,,,AVAILABLE
1,2,7623,2T,7,2,2C,,,N,7621,MS,N,N,1,,,AVAILABLE
1,2,7625,2T,7,2,2C,,,N,7627,MS,N,N,1,,,AVAILABLE
1,2,7627,2T,7,2,2C,,,N,7625,MS,N,N,1,,,AVAILABLE
1,2,8253,2T,8,2,2C,,,N,8255,MS,N,N,1,,,AVAILABLE
1,2,8255,2T,8,2,2C,,,N,8253,MS,N,N,1,,,AVAILABLE
1,2,8257,2T,8,2,2C,,,N,8259,MS,N,N,1,,,AVAILABLE
1,2,8259,2T,8,2,2C,,,N,8257,MS,N,N,1,,,AVAILABLE
1,2,8261,2T,8,2,2C,,,N,8263,MS,N,N,1,,,AVAILABLE
1,2,8263,2T,8,2,2C,,,N,8261,MS,N,N,1,,,AVAILABLE
1,2,8275,2T,8,2,2C,,,N,8277,MS,N,N,1,,,AVAILABLE
1,2,8277,2T,8,2,2C,,,N,8275,MS,N,N,1,,,AVAILABLE
1,2,8279,2T,8,2,2C,,,N,8281,MS,N,N,1,,,AVAILABLE
1,2,8281,2T,8,2,2C,,,N,8279,MS,N,N,1,,,AVAILABLE
1,2,8287,2T,8,2,2C,,,N,8289,MS,N,N,1,,,AVAILABLE
1,2,8289,2T,8,2,2C,,,N,8287,MS,N,N,1,,,AVAILABLE
1,2,8291,2T,8,2,2C,,,N,8293,MS,N,N,1,,,AVAILABLE
1,2,8293,2T,8,2,2C,,,N,8291,MS,N,N,1,,,AVAILABLE
1,2,8295,2T,8,2,2C,,,N,8297,MS,N,N,1,,,AVAILABLE
1,2,8297,2T,8,2,2C,,,N,8295,MS,N,N,1,,,AVAILABLE
1,2,8311,2T,8,2,2C,,,N,8313,MS,N,N,1,,,AVAILABLE
1,2,8313,2T,8,2,2C,,,N,8311,MS,N,N,1,,,AVAILABLE
1,2,8321,2T,8,2,2C,,,N,8323,MS,N,N,1,,,AVAILABLE
1,2,8323,2T,8,2,2C,,,N,8321,MS,N,N,1,,,AVAILABLE
1,2,8325,2T,8,2,2C,,,N,8327,MS,N,N,1,,,AVAILABLE
1,2,8327,2T,8,2,2C,,,N,8325,MS,N,N,1,,,AVAILABLE
1,2,8553,2T,8,2,2C,,,N,8555,MS,N,N,1,,,AVAILABLE
1,2,8555,2T,8,2,2C,,,N,8553,MS,N,N,1,,,AVAILABLE
1,2,8557,2T,8,2,2C,,,N,8559,MS,N,N,1,,,AVAILABLE
1,2,8559,2T,8,2,2C,,,N,8557,MS,N,N,1,,,AVAILABLE
1,2,8561,2T,8,2,2C,,,N,8563,MS,N,N,1,,,AVAILABLE
1,2,8563,2T,8,2,2C,,,N,8561,MS,N,N,1,,,AVAILABLE
1,2,8575,2T,8,2,2C,,,N,8577,MS,N,N,1,,,AVAILABLE
1,2,8577,2T,8,2,2C,,,N,8575,MS,N,N,1,,,AVAILABLE
1,2,8579,2T,8,2,2C,,,N,8581,MS,N,N,1,,,AVAILABLE
1,2,8581,2T,8,2,2C,,,N,8579,MS,N,N,1,,,AVAILABLE
1,2,8587,2T,8,2,2C,,,N,8589,MS,N,N,1,,,AVAILABLE
1,2,8589,2T,8,2,2C,,,N,8587,MS,N,N,1,,,AVAILABLE
1,2,8591,2T,8,2,2C,,,N,8593,MS,N,N,1,,,AVAILABLE
1,2,8593,2T,8,2,2C,,,N,8591,MS,N,N,1,,,AVAILABLE
1,2,8595,2T,8,2,2C,,,N,8597,MS,N,N,1,,,AVAILABLE
1,2,8597,2T,8,2,2C,,,N,8595,MS,N,N,1,,,AVAILABLE
1,2,8611,2T,8,2,2C,,,N,8613,MS,N,N,1,,,AVAILABLE
1,2,8613,2T,8,2,2C,,,N,8611,MS,N,N,1,,,AVAILABLE
1,2,8615,2T,8,2,2C,,,N,8617,MS,N,N,1,,,AVAILABLE
1,2,8617,2T,8,2,2C,,,N,8615,MS,N,N,1,,,AVAILABLE
1,2,8621,2T,8,2,2C,,,N,8623,MS,N,N,1,,,AVAILABLE
1,2,8623,2T,8,2,2C,,,N,8621,MS,N,N,1,,,AVAILABLE
1,2,8625,2T,8,2,2C,,,N,8627,MS,N,N,1,,,AVAILABLE
1,2,8627,2T,8,2,2C,,,N,8625,MS,N,N,1,,,AVAILABLE
1,2,1248,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,3,1252,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1256,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1260,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1264,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1268,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1274,GS,10,4,2C,SD,,N,1270,MS,Y,N,1,,,AVAILABLE
1,4,1278,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1282,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1286,GS,10,4,2C,SD,,N,1288,MS,Y,N,1,,,AVAILABLE
1,4,1298,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1548,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1552,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1556,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1560,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1564,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1568,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1574,GS,10,4,2C,SD,,N,1570,MS,Y,N,1,,,AVAILABLE
1,4,1578,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1582,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1586,GS,10,4,2C,SD,,N,1588,MS,Y,N,1,,,AVAILABLE
1,4,1598,GS,10,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,8414,GT,8,8,2C,4B,2,N,8412,AF,Y,N,1,,,AVAILABLE
1,5,8714,GT,8,8,2C,4B,2,N,8712,AF,Y,N,1,,,AVAILABLE
1,6,9408,GT,9,8,2C,4B,2,N,9406,AF,Y,N,1,,,AVAILABLE
1,7,9708,GT,9,8,2C,4B,2,N,9706,AF,Y,N,1,,,AVAILABLE
1,8,X003,GT,9,8,2C,4B,2,N,9706,AF,Y,N,1,,,AVAILABLE
1,2,1102,J3,11,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,3,1104,J3,11,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1106,J3,11,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1152,J3,11,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1154,J3,11,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1156,J3,11,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,1300,J3,10,4,2C,SD,,N,1302,MS,Y,N,1,,,AVAILABLE
1,4,1302,J3,10,4,2C,SD,,N,1300,MS,Y,N,1,,,AVAILABLE
1,4,1328,J3,10,6,2C,2C,2,Y,,MS,Y,N,1,,,AVAILABLE
1,4,1372,J3,10,4,2C,SD,,N,1370,AF,Y,N,1,,,AVAILABLE
1,4,1378,J3,10,4,2C,SD,,N,,AF,Y,N,1,,,AVAILABLE
1,4,1600,J3,10,4,2C,SD,,N,1602,MS,Y,N,1,,,AVAILABLE
1,4,1602,J3,10,4,2C,SD,,N,1600,MS,Y,N,1,,,AVAILABLE
1,4,1628,J3,10,4,2C,SD,,Y,1630,MS,Y,N,1,,,AVAILABLE
1,4,9270,J3,9,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,9272,J3,9,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,9280,J3,9,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,9284,J3,9,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,9294,J3,9,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,9298,J3,9,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,9326,J3,9,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,9570,J3,9,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,9572,J3,9,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,9580,J3,9,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,9584,J3,9,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,9594,J3,9,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,9598,J3,9,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,4,9626,J3,9,4,2C,SD,,N,,MS,Y,N,1,,,AVAILABLE
1,2,1240,J4,10,2,2C,,,N,,FW,Y,N,1,,,AVAILABLE
1,2,1244,J4,10,2,2C,,,N,,MS,Y,N,1,,,AVAILABLE
1,2,1290,J4,10,2,2C,,,N,,MS,Y,N,1,,,AVAILABLE
